player_id,season_years,season_types,number_of_seasons
56ff7cb8-4828-4aaa-8f95-0bf569a0786d,[2021],['REG'],1
48e508e9-300e-431d-adf6-65128487fc4c,[],[],0
615f8557-022f-46ef-9803-3c221ceb1c09,[],[],0
1fdbceb4-7155-4b2b-8949-1a9ad3c92fb1,[2021],['REG'],1
bca27365-2b46-470a-aaee-40cf0b096f6e,[],[],0
089dc4be-faf1-4d91-9e02-fdb78ed096f3,[],[],0
b23917d2-bb0d-49fa-a384-80d994561d0c,[2021],['REG'],1
d35e6cac-3a3e-477a-9efb-dbc282b56c5e,[],[],0
e69b01fb-0fb7-4043-9609-00aacedf07fe,[2021],['REG'],1
73fcf334-2088-4862-b83b-66eae415cf87,"[2021, 2022]",['REG'],2
8936c15e-f9d5-4b9a-80b9-8f6b7dcf7a17,"[2021, 2022]",['REG'],2
bf273fcb-28c6-4f9f-a52e-2642188426a9,[],[],0
b9d4ce1b-94dc-4bec-8d62-70a86d9c523e,"[2021, 2022]",['REG'],2
ea8826b8-1f76-4eab-b61e-ffcb176880f3,"[2021, 2022]",['REG'],2
f8a7e4c7-d60e-4751-9203-30a772dd9272,"[2021, 2022]",['REG'],2
440b769d-2b8b-477f-80d7-cb21d83c0d52,"[2021, 2022]",['REG'],2
bbfffb60-71b7-4288-8419-dfd5639bc016,[],[],0
d0c7135a-1aea-40cb-ba20-df656de71749,"[2021, 2022]",['REG'],2
6a45cd75-c6ef-42ac-9a67-dd0fdb21ade7,[],[],0
0a491a19-1d8b-4ebd-8cff-694dfcd920b4,[2021],['REG'],1
aa0412aa-08a6-4e8a-b013-7e8e4cae6f0e,[],[],0
bc3d0653-efe8-4cca-ad54-3f88cd950447,[],[],0
1d2b0dcb-23f3-4263-8842-30b8acb556ce,[],[],0
b9576fd7-426c-49bd-a501-9a9c48f2fa7e,[],[],0
7aa10d1a-ed4e-417d-998d-84ce66c77c9b,"[2021, 2022]",['REG'],2
20f85838-0bd5-4c1f-ab85-a308bafaf5bc,"[2021, 2022]",['REG'],2
616c60bf-f7ce-482d-a9c8-10c6c7fbef97,[2022],['REG'],1
dff43943-07d4-44b8-b349-b5a0c327ce54,[2022],['REG'],1
8a384680-197e-4fa7-9403-e7a1d8bff8a5,[],[],0
0b295571-ce3f-4436-aea7-b84e9cf7203a,[2021],['REG'],1
877eb456-2827-475f-b858-2bc00480e24f,"[2021, 2022]",['REG'],2
e30567e1-de22-401f-8cf2-770a46d8be9d,[],[],0
cf3a87ec-c2f7-42e8-9698-6f8b2ba916a9,"[2021, 2022]",['REG'],2
9fdcd102-1c82-4e32-b366-c93139352c75,"[2021, 2022]",['REG'],2
8aaf1808-f7af-4894-9b14-cc7655005313,[],[],0
247fda9b-09e6-4949-8fe3-acfcb9ed0983,"[2021, 2022]",['REG'],2
95b5aa82-5f5f-469a-b0ca-d9188d225798,[2021],['REG'],1
52d1f182-9da7-4b69-a310-4783a8c25f4f,[2022],['REG'],1
6bc71e02-9a03-40db-aed4-332ab5193336,[2022],['REG'],1
2facd6c5-10c6-4481-a20f-a885b3f84460,"[2021, 2022]",['REG'],2
cba64aec-adb0-4ff4-a59f-fa3fd61418d7,[2021],['REG'],1
bf5246b5-714f-4a4c-8d3f-c4f5891b6fb6,[],[],0
51ee792b-20c1-4ce5-b123-53fa05cb943e,[],[],0
b3809240-3430-485e-822a-c59be7b2c63c,[2021],['REG'],1
d21c7f7b-c1aa-4b52-9371-a399cfcabfdd,[2021],['REG'],1
02acc094-76ab-4b3e-b51d-a351a9bab6b9,[2022],['REG'],1
90d63a71-e4fe-411c-9773-2e74b5e1cb3b,"[2021, 2022]",['REG'],2
58b59093-a407-48bc-ba49-6ce5f07717b0,[],[],0
132799e5-ab45-4b19-aff9-5dd73f85651c,"[2021, 2022]",['REG'],2
c4981f56-93a2-47b1-8d31-4e8635f45e1d,"[2021, 2022]",['REG'],2
643b1f04-755c-4041-8259-45340a056b43,[],[],0
34a159c8-9fe6-4386-bf01-3446f4248bcb,"[2021, 2022]",['REG'],2
62933587-9382-4b7e-9cb0-9a07e5b4fdc8,[],[],0
73e347c9-dab6-45b2-8774-82d5bdb6f940,[],[],0
ddebd1eb-4298-449d-850a-4dd5f84da05c,"[2021, 2022]",['REG'],2
47ff78e7-5607-48d6-9c1a-bddb075dbe70,"[2021, 2022]",['REG'],2
3574b554-210a-4382-ada9-220ad42586ff,[],[],0
632adcc4-97f1-4e67-a132-e0b79f013c67,"[2021, 2022]",['REG'],2
c68be35a-1173-4d26-bdfb-495a3904fa46,[],[],0
18c14a3d-2ce0-451c-bceb-b0ce13c16ead,[],[],0
b8b323c1-5691-43a4-9c48-707531803d6a,[],[],0
33a91bda-9f4d-4f80-97d8-9bc574f6afc2,[2021],['REG'],1
01fd0e27-0147-4034-a74e-c2c75ece7843,[],[],0
f3fd7679-312f-42a1-b78d-326da1492c03,[],[],0
54cfeef0-7252-4db2-9732-e399750031a5,[],[],0
2c861696-d71b-4419-8a13-2f9e294ad0b5,[],[],0
d3b28775-473d-471a-8452-e913f4347f0f,"[2021, 2022]",['REG'],2
77c425f0-0fce-4fab-bd1e-c915c8fb5bc7,"[2021, 2022]",['REG'],2
58c01127-e0de-487d-a2bc-bf88642619c0,[2022],['REG'],1
3dbbb869-88a8-44f2-ac36-46fd0f5d825c,"[2021, 2022]",['REG'],2
a208e22a-6b63-45f9-b7c6-bf913a68f3df,"[2021, 2022]",['REG'],2
10a4ebb7-7be4-4fda-b7c7-fd20a6e7a6c0,[],[],0
11c303dc-540c-4090-8e0c-76c2fb2c125a,"[2021, 2022]",['REG'],2
a7466782-6f87-414f-9458-7fea82922e00,[2022],['REG'],1
266cd359-f378-45c6-957e-6e21378e5219,"[2021, 2022]",['REG'],2
3157a0b5-1b4c-46d1-934c-ac2df3810950,[2021],['REG'],1
a3c2c996-2bc9-4fce-a960-3a43fd33e027,[],[],0
d3d0ab55-b939-47b3-af27-77cdf85d7956,"[2021, 2022]",['REG'],2
ffa9a64f-d624-4033-bd23-59dcfd805175,"[2021, 2022]",['REG'],2
a3fff5c7-19b6-4dac-bd75-11b944bea505,"[2021, 2022]",['REG'],2
1681339e-29da-4cac-bf9c-770108073440,[],[],0
8d6caab5-3a9a-4994-bde0-9fe14032efd7,"[2021, 2022]",['REG'],2
2e49c27a-06c5-4c4a-87fd-69840b783947,"[2021, 2022]",['REG'],2
0ffd6d00-1aa4-49e0-a85d-6a538417ff3b,[2021],['REG'],1
64c0e4e5-8711-4b86-8072-745f6084df73,"[2021, 2022]",['REG'],2
6c60282d-165a-4cba-8e5a-4f2d9d4c5905,"[2021, 2022]",['REG'],2
d1b4d512-869c-497d-b40f-c0215051645b,[2022],['REG'],1
b6ba1ad1-c57b-4215-8ded-5eeee7171017,"[2021, 2022]",['REG'],2
32688af1-7ac2-432e-b60a-74b9bd89df57,[2021],['REG'],1
9474fa0a-70dd-44c4-9751-dac5839ae7f3,"[2021, 2022]",['REG'],2
7c2dc4ed-5d14-4342-9fe7-18c66fdcb6ab,[2022],['REG'],1
9392d5b6-3dbf-4375-8fdd-4dafaae6ede4,[2021],['REG'],1
a18805c2-d746-4d4b-be83-5b96c3bdf6af,"[2021, 2022]",['REG'],2
312f21c9-a061-43e2-9a22-65199131068e,"[2021, 2022]",['REG'],2
5361a30e-2e3e-43d5-8340-265330cd7ef1,[2021],['REG'],1
7ca4beac-bbd6-454f-b820-4e8442a3e1e5,"[2021, 2022]",['REG'],2
597ba5c7-0927-446b-9b4f-bf730a8f65f6,"[2021, 2022]",['REG'],2
11c303dc-540c-4090-8e0c-76c2fb2c125a,"[2021, 2022]",['REG'],2
ff461754-ad20-4eeb-af02-2b46cc980b24,"[2021, 2022]",['REG'],2
8e3cbaa3-e30a-4cf8-aa7a-1b57f15f0f98,[2022],['REG'],1
abceaea3-47b0-43fb-b9f7-75f378e2d409,[2022],['REG'],1
b4282659-dd1a-4042-a075-7df4890858e7,"[2021, 2022]",['REG'],2
7ff02e19-e829-4e56-9a34-233a71fce76c,"[2021, 2022]",['REG'],2
6395ff32-c9b6-4ad0-8f0f-dce474274725,"[2021, 2022]",['REG'],2
3ee94b27-a47b-4fae-bb71-ba68dacef351,"[2021, 2022]",['REG'],2
9e448df5-971e-4427-a064-be791636b41a,[],[],0
fc058e75-1015-4bbe-8fab-925d5f6d83fb,"[2021, 2022]",['REG'],2
c978afe7-cf22-45fc-8d0f-da8f867eb5ee,"[2021, 2022]",['REG'],2
27db7dbb-6aad-44df-a3f4-7e1c21c2f256,[],[],0
2ef47392-9f85-47e7-a844-b5d97cf412c9,"[2021, 2022]",['REG'],2
ca784446-05be-4f5e-8108-d7bb1736005a,"[2021, 2022]",['REG'],2
ab6f22fc-0ad6-4323-a5fe-343e6f05e7e0,[],[],0
18358040-89d8-4e25-a6a6-9e209c26fb3a,"[2021, 2022]",['REG'],2
2654cfd1-241f-4ebb-9b14-267f9168dbfe,[],[],0
795f46f2-c78d-4f1d-9ee2-4331c1cc8184,"[2021, 2022]",['REG'],2
7ad01370-ae8e-40ae-b70d-61f6d8dba8d9,"[2021, 2022]",['REG'],2
8082841d-e516-43c6-a81b-7987fa321acd,"[2021, 2022]",['REG'],2
c27a4770-03ef-4a91-9022-45fc0fb6a730,[2021],['REG'],1
c22cf6a4-f026-4843-9d05-862e08a30ece,[2022],['REG'],1
f58a9803-0ede-4c0b-acbd-08bc0da229af,[2021],['REG'],1
add6e0f2-abec-4eb1-b8f3-535eb68e69c4,[],[],0
c179fb5c-9845-4e37-aef7-6e00d97548eb,"[2021, 2022]",['REG'],2
24c17409-ac10-4859-be6c-59d6cc6b5810,"[2021, 2022]",['REG'],2
3f98b652-71d4-4a40-949d-41c33dddd15d,[2022],['REG'],1
3c4a7fda-fca3-4a68-9886-ea7eec4cc2e3,[2022],['REG'],1
288a83df-6f23-4d4e-a450-3d494d8ba897,[2021],['REG'],1
775e4450-cdcd-43a1-b4cd-dc29fba48503,[],[],0
49be9129-da30-4e74-aa60-b1e87582604b,[],[],0
68b7aac9-02fd-4bd8-b10c-6702d2c5eb98,"[2021, 2022]",['REG'],2
e747747c-3053-4ad3-a44d-7ac0b9cbdb4c,[],[],0
3b40df6a-55ba-40a2-b6b8-ab8ae114dfc3,[],[],0
318debd7-dab6-4d4e-8849-03c4c701a7c8,"[2021, 2022]",['REG'],2
65b811bf-9ab9-409d-a00d-45f1843ae09e,[2021],['REG'],1
3c09ef8a-a6f2-4500-9599-ca7bc8d54300,[2021],['REG'],1
08baba55-bec0-4494-95ce-28778c37a981,[2022],['REG'],1
c8efed0b-f365-4440-84f7-df8c8078d1c0,[2021],['REG'],1
7d3ed7a5-b9f4-470c-b75d-bfd00ba02427,[],[],0
073f39b6-b63d-43a4-80f7-95e4b5a16244,[],[],0
4bce90d5-d5ef-4fe3-b6ce-c974a3d44bdc,[],[],0
be0b897f-a553-4524-a358-eaa3b445c422,[2022],['REG'],1
e86c1439-4ef0-4530-9c41-c3a682962eb3,"[2021, 2022]",['REG'],2
615f8557-022f-46ef-9803-3c221ceb1c09,[],[],0
003883ca-cd7e-4b58-99d7-6fef54afdfeb,[2022],['REG'],1
be53f27f-c666-4bd2-8fcd-0713f963aa2b,"[2021, 2022]",['REG'],2
0f1de951-5a0e-4bc7-977c-8dafd0fbf121,"[2021, 2022]",['REG'],2
7c0d2897-7100-4c67-bc47-c0402ca71912,[],[],0
a6bf9402-7f41-49a9-ab28-fe0bdffb5060,"[2021, 2022]",['REG'],2
49d8f5ef-2867-4597-a3ab-5ffc5e651258,[2022],['REG'],1
49962b13-0afc-43f5-a3e2-7e37b7736260,"[2021, 2022]",['REG'],2
6a93a3fd-d10c-4594-a4b5-873fa13f6d99,"[2021, 2022]",['REG'],2
1fdbceb4-7155-4b2b-8949-1a9ad3c92fb1,[2021],['REG'],1
4589f8d1-66cd-4d57-a5b5-c7d130a0b43d,[2022],['REG'],1
ce8d0944-b277-499e-9701-02a5f1828615,"[2021, 2022]",['REG'],2
1738927f-6ef3-4b23-921d-168b4371f917,"[2021, 2022]",['REG'],2
42c5f009-dfd2-4a94-a750-0943791e138e,"[2021, 2022]",['REG'],2
85e1279a-77c4-49a7-bfa0-7699e64b581f,"[2021, 2022]",['REG'],2
1724ff8d-9e56-473c-ad9c-377ca7215631,[2021],['REG'],1
eb063340-43d5-4f5c-8097-fa6e40b6f5e2,"[2021, 2022]",['REG'],2
194a9cc3-1dce-4c9a-96dd-a2f2505f5fe8,[],[],0
af3416bc-38fb-46ca-9b03-72a88d7fda35,"[2021, 2022]",['REG'],2
a89ac040-715d-4057-8fc0-9d71ad06fa0a,"[2021, 2022]",['REG'],2
396ffb80-2326-4c64-850f-84bb93ae15cf,[],[],0
bca27365-2b46-470a-aaee-40cf0b096f6e,[],[],0
2c157857-fffd-4eb5-8e2a-b28ebea8da77,[2021],['REG'],1
6687bacd-1bd8-4f76-acdd-b4beac0bf402,"[2021, 2022]",['REG'],2
76c6d03d-f51b-46c1-baaa-2de9557c5c1c,[],[],0
d3392ee6-cbe4-419e-bbd5-1b658d83e10e,"[2021, 2022]",['REG'],2
fc036630-debc-44bf-9663-03c3fbd3045c,[2022],['REG'],1
c1bfabbc-cb9d-4f60-95e9-dc864391da3e,[],[],0
98da4299-956f-4ede-a22a-960adb8b76e9,[],[],0
11bda3d9-55a2-4489-928a-1648e6231784,[],[],0
db42a3d8-e493-4f0e-aa9f-149397877fea,[2021],['REG'],1
9c6135c7-fab6-45da-a2a2-8e174bb8acb0,[],[],0
c1bb78ed-4ce7-4e8c-b30c-06f8148d550a,"[2021, 2022]",['REG'],2
912e7aa3-dd03-4a98-9980-0442e108f287,"[2021, 2022]",['REG'],2
d531a451-6377-4942-a26f-3507d60fb36b,"[2021, 2022]",['REG'],2
9b3ac681-4960-4898-a8bf-456639a372f9,[],[],0
a0c9dc3f-6428-45bc-85b9-6577247abef1,[],[],0
ee9a5825-ccab-4d20-ba5d-903aac41c1dd,[],[],0
13ef372a-5fd1-4336-9901-12e120a5fbd7,"[2021, 2022]",['REG'],2
0c977083-fdde-45f1-9406-60aef2a78846,"[2021, 2022]",['REG'],2
afd6f073-343c-4e1f-9f77-a187d0c8aff9,[],[],0
a74d9be9-17de-49ce-93db-20034846b31e,[2021],['REG'],1
089dc4be-faf1-4d91-9e02-fdb78ed096f3,[],[],0
a9aaa4a2-9997-49b3-b54e-bcf5ec66efe5,[],[],0
8cee3c73-f765-4000-882d-0c6d0b8acbe3,[2021],['REG'],1
fb216550-66a6-4a14-9fe7-44852b5de91c,[2021],['REG'],1
156c4ce1-b6d7-42f7-86be-cf96d2763043,[],[],0
9a572392-b36d-4abd-a52d-98bf7f47c87d,"[2021, 2022]",['REG'],2
5693e39f-fb95-4fcc-877e-e131270bcb02,[],[],0
2c5b32a1-53c3-4403-b579-c6126c7584a7,[2021],['REG'],1
31baa84f-c759-4f92-8e1f-a92305ade3d6,"[2021, 2022]",['REG'],2
f01d5d8d-f949-437a-a23f-3835c0939ced,"[2021, 2022]",['REG'],2
657adf7e-101e-495f-8e37-3790c37f39fd,"[2021, 2022]",['REG'],2
5735b684-0f66-4ad5-8c07-82744ee3e389,[],[],0
18c4bd7c-e293-4c0a-95d4-5e9983d301b3,[2022],['REG'],1
6130d33e-5725-4f5d-8f81-76ecd691a5b2,"[2021, 2022]",['REG'],2
b23917d2-bb0d-49fa-a384-80d994561d0c,[2021],['REG'],1
